customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount
5178,سوبر ماركت,100113,الزيتون,Cairo,الزيتون,30.10405,31.3176,2020-05-11,3332.9666666666667,6,0,2021-03-04,19997.8
5284,كشك,100119,فيصل,Giza,المريوطيه,29.9972,31.15045,2020-05-11,779,2,1,2020-09-21,1558
5290,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.10163,31.21664,2020-05-11,571.83,1,0,2020-10-04,571.83
5297,سوبر ماركت,100119,فيصل,Giza,كعبيش,30.001,31.1446,2020-05-11,1490.395,8,4,2021-03-07,11923.16
5318,سوبر ماركت,100119,فيصل,Giza,المريوطيه,30.11015,31.3086,2020-05-11,741.22,1,1,2020-11-23,741.22
5430,سوبر ماركت,100119,فيصل,Giza,فيصل,30.00799,31.20538,2020-05-12,506.75,2,1,2021-01-28,1013.5
5469,سوبر ماركت,100151,عزبة النخل,Cairo,عزبة النخل,30.14285,31.32146,2020-05-12,620.3399999999999,2,1,2020-09-27,1240.6799999999998
5483,سوبر ماركت,100151,عزبة النخل,Cairo,عزبة النخل,30.14701,31.32452,2020-05-12,NA,NA,NA,NA,NA
5490,سوبر ماركت,100122,حدائق القبة,Cairo,الأميرية الشمالية,30.0828,31.2788,2020-05-12,1157.1799999999998,9,4,2021-02-25,10414.619999999999
5504,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.10552,31.21424,2020-05-12,1301.83,5,1,2021-02-06,6509.15
5553,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.0955,31.2158,2020-05-12,2808.8381818181815,22,5,2021-03-07,61794.439999999995
5594,سوبر ماركت,100150,الوايلي,Cairo,الأميرية الشمالية,30.099,31.2795,2020-05-12,918.635,2,0,2021-01-30,1837.27
5617,كشك,100162,الوراق,Giza,وراق الحضر,30.0947,31.2183,2020-05-12,898.9599999999999,4,1,2021-02-21,3595.8399999999997
5623,سوبر ماركت,100162,الوراق,Giza,وراق العرب,31.21037,30.10459,2020-05-12,1529.04,1,0,2020-07-15,1529.04
5652,سوبر ماركت,100153,الخصوص,Cairo,الخصوص,NA,NA,2020-05-13,NA,NA,NA,NA,NA
5691,كشك,100126,امبابة,Giza,منشأة القناطر,30.0798,31.2146,2020-05-13,NA,NA,NA,NA,NA
5704,سوبر ماركت,100119,فيصل,Giza,فيصل,30.01385,31.19913,2020-05-13,1723.5,1,1,2020-05-13,1723.5
5799,سوبر ماركت,100140,مصر القديمة,Cairo,NA,NA,NA,2020-05-13,1161.9499999999998,9,3,2020-10-05,10457.55
5815,سوبر ماركت,100119,فيصل,Giza,كعبيش,29.9991,31.1493,2020-05-13,1579.759,10,3,2021-03-09,15797.59
5890,عطارة,100119,فيصل,Giza,فيصل,30.04291,31.15877,2020-05-14,NA,NA,NA,NA,NA
5894,كشك,100125,حلوان,Cairo,حلوان,29.8451,31.316,2020-05-14,NA,NA,NA,NA,NA
5910,عطارة,100155,القناطر الخيرية,Cairo,سوق التلات ,30.19255,31.13643,2020-05-14,3060.81,2,2,2021-03-03,6121.62
5920,سوبر ماركت,100110,المرج,Cairo,المرج الجديدة,30.15225,31.3512,2020-05-14,3332.8444444444444,9,2,2021-03-02,29995.6
6024,كشك,100128,المعادي,Cairo,NA,29.96823,31.26443,2020-05-14,1765.96,1,1,2020-07-06,1765.96
6063,سوبر ماركت,100123,الهرم,Giza,الهرم,29.9917,31.1768,2020-05-14,2753.4149999999995,36,5,2021-03-12,99122.93999999999
6080,سوبر ماركت,100113,الزيتون,Cairo,الزيتون,30.09054,31.30277,2020-05-14,1832.0874999999999,4,0,2020-10-17,7328.3499999999995
6091,سوبر ماركت,100123,الهرم,Giza,الهرم,30.06046,31.25118,2020-05-14,NA,NA,NA,NA,NA
6101,سوبر ماركت,100123,الهرم,Giza,الهرم,NA,NA,2020-05-14,NA,NA,NA,NA,NA
6127,كشك,100123,الهرم,Giza,الهرم,NA,NA,2020-05-16,1191.848,5,0,2021-03-04,5959.24
6213,عطارة,100110,المرج,Cairo,المرج الجديدة,30.16129,31.33883,2020-05-16,1066.024,5,1,2021-02-23,5330.12
6217,سوبر ماركت,100125,حلوان,Cairo,حلوان,29.84872,31.32224,2020-05-16,751.66,1,0,2020-11-01,751.66
6221,كشك,100126,امبابة,Giza,جزيرة امبابة,30.08735,31.21675,2020-05-16,399.5,1,0,2020-10-06,399.5
6300,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.09185,31.21795,2020-05-16,1477.0874999999999,8,0,2021-02-09,11816.699999999999
6375,سوبر ماركت,100142,شبرا مصر,Cairo,روض الفرج,30.093,31.24475,2020-05-16,1858.8825,4,0,2021-03-02,7435.53
6450,سوبر ماركت,100128,المعادي,Cairo,صقر قريش,29.96823,31.26443,2020-05-21,1170.75,1,1,2020-06-21,1170.75
6472,سوبر ماركت,100131,المطرية,Cairo,الاميريه ,30.12475,31.31325,2020-05-16,3528.1324999999997,4,0,2021-02-27,14112.529999999999
6476,سوبر ماركت,100151,عزبة النخل,Cairo,عزبة النخل,30.14545,31.3223,2020-05-16,1163.1972727272725,11,0,2020-11-23,12795.169999999998
6503,سوبر ماركت,100123,الهرم,Giza,المريوطية هرم,31.20538,29.98927,2020-05-17,551.12,1,1,2020-09-19,551.12
6562,عطارة,100173,ميت نما,Cairo,ميت نما,31.24304,30.14592,2020-05-17,4802.266666666666,3,2,2020-09-15,14406.8
6581,سوبر ماركت,100110,المرج,Cairo,المرج الجديدة,30.16255,31.32372,2020-05-17,3201.5,1,0,2020-06-07,3201.5
6623,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1451,31.248,2020-05-17,NA,NA,NA,NA,NA
6656,سوبر ماركت,100158,ارض اللواء,Giza,أرض اللواء,30.0516,31.1833,2020-05-17,817.25,2,1,2021-03-06,1634.5
6813,سوبر ماركت,100162,الوراق,Giza,وراق الحضر,31.21266,30.1078,2020-05-17,NA,NA,NA,NA,NA
6819,كشك,100131,المطرية,Cairo,الاميريه ,NA,NA,2020-05-17,NA,NA,NA,NA,NA
6985,سوبر ماركت,100122,حدائق القبة,Cairo,مصر والسودان,30.08075,31.2804,2020-05-18,541.25,1,0,2020-06-07,541.25
7007,سوبر ماركت,100122,حدائق القبة,Cairo,سكة الوايلى,NA,NA,2020-05-18,3667.16,1,0,2020-10-08,3667.16
7057,سوبر ماركت,100130,المنيل,Giza,المنيل,31.22614,30.02477,2020-05-19,545.13,1,0,2020-10-31,545.13
7063,سوبر ماركت,100123,الهرم,Giza,الليبيني هرم,30.05153,31.20169,2020-05-19,817.502,5,3,2020-10-03,4087.5099999999998
7088,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1181,31.264,2020-05-19,996.9199999999998,5,2,2021-01-31,4984.5999999999995
7149,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1276,31.26775,2020-05-19,1175.0366666666666,6,3,2021-01-11,7050.219999999999
7160,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,NA,NA,2020-05-19,NA,NA,NA,NA,NA
7167,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,31.22828,29.96246,2020-05-19,392.9,1,0,2020-07-23,392.9
7217,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.13455,31.251,2020-05-20,1242.3528571428571,7,3,2021-01-29,8696.47
7241,سوبر ماركت,100173,ميت نما,Cairo,ميت نما,30.1422,31.23935,2020-05-20,1264.51,3,0,2020-12-15,3793.5299999999997
7301,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.13475,31.2693,2020-05-20,1598.7975,4,1,2020-09-15,6395.19
7314,كشك,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.143,31.2509,2020-05-20,1408.995,2,2,2021-02-06,2817.99
7351,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1185,31.26125,2020-05-20,982.2759999999998,10,1,2021-02-25,9822.759999999998
7355,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1199,31.2415,2020-05-20,521.6433333333333,3,0,2020-11-22,1564.9299999999998
7363,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1433,31.25085,2020-05-20,1671.6999999999998,4,0,2021-03-07,6686.799999999999
7388,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.14705,31.23235,2020-05-21,2711.91,1,0,2020-08-08,2711.91
7418,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.14832,31.25133,2020-05-21,1709.4942857142855,7,1,2021-03-03,11966.46
7425,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,31.20538,30.05169,2020-05-21,NA,NA,NA,NA,NA
7454,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,NA,NA,2020-05-21,994.8199999999999,7,2,2021-03-06,6963.74
7458,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,31.20538,30.03089,2020-05-21,816.3466666666667,3,0,2021-01-30,2449.04
7506,سوبر ماركت,100107,عين شمس,Cairo,NA,NA,NA,2020-05-21,992.164,5,4,2021-03-03,4960.82
7508,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1384,31.2369,2020-05-21,999.4449999999999,14,1,2020-10-12,13992.23
7521,سوبر ماركت,100107,عين شمس,Cairo,NA,NA,NA,2020-05-21,485.5,1,1,2020-05-22,485.5
7549,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.09195,31.2179,2020-05-27,NA,NA,NA,NA,NA
7556,كشك,100107,عين شمس,Cairo,NA,31.21793,30.09063,2020-05-27,1997.6049999999998,4,2,2021-03-03,7990.419999999999
7568,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.08807,31.21687,2020-05-27,1411.2,1,0,2020-10-13,1411.2
7586,سوبر ماركت,100110,المرج,Cairo,المرج الجديدة,31.32804,30.16349,2020-05-27,839.125,2,0,2021-01-28,1678.25
7595,سوبر ماركت,100126,امبابة,Giza,قومية,30.09175,31.21535,2020-05-28,1502.2423076923076,13,3,2021-03-08,19529.149999999998
7596,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.091,31.2178,2020-05-28,942.9314285714285,7,2,2021-03-06,6600.5199999999995
7598,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.09246,31.21638,2020-05-28,865.7855555555556,9,3,2021-03-12,7792.07
7610,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.0912,31.2121,2020-05-28,557.3333333333334,3,1,2021-01-29,1672
7616,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.092,31.2109,2020-05-28,NA,NA,NA,NA,NA
7625,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.0909,31.2105,2020-05-28,NA,NA,NA,NA,NA
7639,سوبر ماركت,100126,امبابة,Giza,قومية,30.0918,31.2133,2020-05-28,1398.95,7,3,2020-12-28,9792.65
7650,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.09114,31.21402,2020-05-28,NA,NA,NA,NA,NA
7701,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.09317,31.20821,2020-05-30,NA,NA,NA,NA,NA
7708,كشك,100126,امبابة,Giza,جزيرة امبابة,30.07325,31.2104,2020-05-30,732.5,5,1,2021-01-28,3662.5
7755,كشك,100126,امبابة,Giza,الكيت كات,30.07238,31.21093,2020-05-30,757.8499999999999,3,0,2021-02-28,2273.5499999999997
7773,سوبر ماركت,100119,فيصل,Giza,فيصل,30.06648,31.22828,2020-05-30,1087.6,5,0,2021-02-28,5438
7809,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.10792,31.21,2020-05-31,493.2,2,1,2020-10-04,986.4
7816,سوبر ماركت,100162,الوراق,Giza,جزيرة الوراق,30.13155,31.1666,2020-05-31,1600.1119999999999,5,2,2020-09-25,8000.5599999999995
7837,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.10185,31.20695,2020-05-31,1115.21,2,0,2020-10-05,2230.42
7840,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.0828,31.1939,2020-05-31,993.2824999999999,4,1,2021-01-29,3973.1299999999997
7844,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.0825,31.1979,2020-05-31,1181.8811111111108,9,1,2021-01-29,10636.929999999998
7848,سوبر ماركت,100126,امبابة,Giza,قومية,30.0955,31.20055,2020-05-31,1583.0412499999998,8,2,2021-02-21,12664.329999999998
7849,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.0831,31.198,2020-05-31,2890.189,10,2,2021-02-03,28901.89
7877,كشك,100126,امبابة,Giza,جزيرة امبابة,31.21475,30.07487,2020-06-01,NA,NA,NA,NA,NA
7898,سوبر ماركت,100126,امبابة,Giza,الكيت كات,30.07849,31.21299,2020-06-01,NA,NA,NA,NA,NA
7900,عطارة,100162,الوراق,Giza,وراق العرب,30.1011,31.2072,2020-06-01,1924.9321428571427,14,4,2021-03-06,26949.05
7906,سوبر ماركت,100123,الهرم,Giza,الهرم,29.99687,31.1613,2020-06-01,3690.43,1,1,2020-07-20,3690.43
7928,سوبر ماركت,100119,فيصل,Giza,العشرين,30.0137,31.1932,2020-06-01,3871.403529411764,17,4,2021-02-24,65813.85999999999
7954,سوبر ماركت,100122,حدائق القبة,Cairo,المطريه,30.09035,31.27723,2020-06-01,NA,NA,NA,NA,NA
7959,كشك,100107,عين شمس,Cairo,احمد عصمت,30.11905,31.33645,2020-06-01,1494.2666666666664,3,3,2020-09-01,4482.799999999999
7965,سوبر ماركت,100107,عين شمس,Cairo,NA,30.09817,31.2031,2020-06-01,993.395,2,1,2021-02-15,1986.79
7990,سوبر ماركت,100162,الوراق,Giza,وراق الحضر,30.1034,31.21825,2020-06-02,5033.833333333333,3,2,2021-02-06,15101.5
8006,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.10465,31.21515,2020-06-02,2872.4233333333336,3,2,2020-09-17,8617.27
8026,عطارة,100162,الوراق,Giza,وراق العرب,30.0939,31.20845,2020-06-02,911.4,1,0,2020-10-07,911.4
8031,سوبر ماركت,100162,الوراق,Giza,وراق الحضر,30.1043,31.21505,2020-06-02,1218.4766666666667,6,1,2021-03-09,7310.86
8045,سوبر ماركت,100107,عين شمس,Cairo,احمد عصمت,30.1187,31.338,2020-06-02,1407.6125,4,3,2021-02-22,5630.45
8053,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.0958,31.2045,2020-06-02,7932.7088888888875,9,5,2021-02-21,71394.37999999999
8055,TKA Supermarket,100162,الوراق,Giza,وراق العرب,30.0937,31.2037,2020-06-02,20146.621357142856,140,41,2021-03-15,2820526.9899999998
8078,سوبر ماركت,100123,الهرم,Giza,الليبيني هرم,29.9756,31.1584,2020-06-02,931.7674999999999,4,0,2021-01-23,3727.0699999999997
8081,سوبر ماركت,100162,الوراق,Giza,وراق الحضر,30.1045,31.219,2020-06-02,915.7149999999999,2,1,2020-10-18,1831.4299999999998
8119,سوبر ماركت,100113,الزيتون,Cairo,ترعة الجبل,30.10585,31.30797,2020-06-03,707.656,5,3,2021-03-10,3538.2799999999997
8150,سوبر ماركت,100130,المنيل,Giza,المنيل,31.22596,30.01934,2020-06-03,7155.174444444445,9,5,2021-03-14,64396.57
8152,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.08795,31.2033,2020-06-03,3913.383333333333,3,1,2020-12-17,11740.15
8158,سوبر ماركت,100123,الهرم,Giza,نزلة السيسي,29.98385,31.1502,2020-06-03,1356.254375,16,3,2020-11-24,21700.07
8167,سوبر ماركت,100110,المرج,Cairo,المرج القديمة,30.15202,31.33606,2020-06-03,NA,NA,NA,NA,NA
8168,سوبر ماركت,100140,مصر القديمة,Cairo,NA,30.01677,31.22369,2020-06-03,3509.3199999999997,3,2,2020-07-16,10527.96
8177,سوبر ماركت,100123,الهرم,Giza,المريوطية هرم,29.98305,31.1509,2020-06-03,1905.191818181818,11,4,2021-01-03,20957.109999999997
8225,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.0861,31.2086,2020-06-03,1775.4222222222222,9,1,2021-03-06,15978.8
8244,عطارة,100162,الوراق,Giza,وراق العرب,30.08786,31.21189,2020-06-04,504.41,1,0,2020-10-11,504.41
8297,عطارة,100162,الوراق,Giza,وراق العرب,30.10413,31.21431,2020-06-04,NA,NA,NA,NA,NA
8304,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.103,31.2153,2020-06-04,2351.7892857142856,14,2,2021-03-04,32925.049999999996
8308,سوبر ماركت,100123,الهرم,Giza,نزلة السيسي,29.9808,31.1525,2020-06-05,2722.3247058823526,17,7,2021-01-19,46279.52
8314,عطارة,100123,الهرم,Giza,نزلة السيسي,29.9844,31.15,2020-06-05,1479.4959999999999,5,3,2021-03-02,7397.48
8395,سوبر ماركت,100119,فيصل,Giza,الطالبية,30.0173,31.1833,2020-06-06,1377.36,6,2,2021-03-15,8264.16
8409,عطارة,100162,الوراق,Giza,وراق الحضر,30.10485,31.21015,2020-06-06,2207.625,6,2,2021-01-20,13245.75
8420,سوبر ماركت,100113,الزيتون,Cairo,الزيتون,30.12047,31.31863,2020-06-06,1637.5949999999998,2,2,2020-06-27,3275.1899999999996
8460,سوبر ماركت,100119,فيصل,Giza,كعبيش,30.003,31.1459,2020-06-06,1491.7749999999999,4,0,2021-03-15,5967.0999999999995
8472,كشك,100159,حي الجيزة,Giza,المحكمة,29.9923,31.2152,2020-06-06,761.7966666666666,3,0,2020-10-13,2285.39
8509,سوبر ماركت,100155,القناطر الخيرية,Cairo,باسوس,30.1361,31.2195,2020-06-06,1343.1414285714286,7,3,2020-10-20,9401.99
8511,سوبر ماركت,100149,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.0987,31.2692,2020-06-06,2177.902,15,7,2021-03-01,32668.53
8522,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.11545,31.24935,2020-06-06,529.2,1,0,2020-10-21,529.2
8532,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,NA,NA,2020-06-06,NA,NA,NA,NA,NA
8543,سوبر ماركت,100126,امبابة,Giza,مدينة العمال,30.08003,31.222,2020-06-06,987.7566666666667,6,0,2021-03-04,5926.54
8555,سوبر ماركت,100149,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.09844,31.27326,2020-06-06,712.5,2,0,2021-02-23,1425
8558,سوبر ماركت,100134,مدينه نصر,Cairo,NA,30.05522,31.39176,2020-06-07,1374.54,2,2,2020-06-28,2749.08
8565,سوبر ماركت,100123,الهرم,Giza,الليبيني هرم,29.98199,31.1569,2020-06-07,NA,NA,NA,NA,NA
8585,سوبر ماركت,100123,الهرم,Giza,الليبيني هرم,29.97558,31.1583,2020-06-07,NA,NA,NA,NA,NA
8595,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.9836,31.2078,2020-06-07,2057.3755555555554,9,0,2020-12-25,18516.379999999997
8600,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.12371,31.24144,2020-06-07,478.4,2,2,2020-10-25,956.8
8622,سوبر ماركت,100119,فيصل,Giza,المطبعة,30.00835,31.1701,2020-06-07,5325.41,3,0,2021-02-02,15976.23
8629,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,30.08756,31.20445,2020-06-07,NA,NA,NA,NA,NA
8655,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.9818,31.2049,2020-06-07,1449.2233333333331,3,1,2020-10-07,4347.669999999999
8656,سوبر ماركت,100119,فيصل,Giza,الطالبية,30.01345,31.1717,2020-06-07,5094.14625,16,4,2021-03-16,81506.34
8665,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.98185,31.2045,2020-06-07,1873.0608333333332,12,5,2020-08-28,22476.73
8697,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,30.0055,31.1995,2020-06-07,1500.4892857142856,14,4,2021-03-09,21006.85
8701,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.11965,31.2416,2020-06-07,533.12,1,0,2020-10-20,533.12
8715,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.98425,31.2044,2020-06-07,1948.32,1,0,2020-07-02,1948.32
8720,عطارة,100123,الهرم,Giza,الهرم,30.05771,31.18248,2020-06-07,1716.9149999999997,2,1,2021-03-01,3433.8299999999995
8736,سوبر ماركت,100119,فيصل,Giza,العشرين,NA,NA,2020-06-07,1346.264,5,0,2021-03-14,6731.32
8740,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.1013,31.2155,2020-06-07,1693.2971428571425,14,8,2021-02-08,23706.159999999996
8752,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.98975,31.19515,2020-06-07,4342.969999999999,4,0,2021-02-28,17371.879999999997
8758,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.9899,31.19415,2020-06-07,377.3333333333333,3,0,2020-09-13,1132
8767,عطارة,100112,العمرانية,Giza,العمرانية الغربية,29.9899,31.1939,2020-06-07,1113.1362499999998,16,4,2021-03-05,17810.179999999997
8839,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,29.99331,31.19134,2020-06-07,425.116,5,1,2020-09-17,2125.58
8841,سوبر ماركت,100107,عين شمس,Cairo,النعام,30.10187,31.21786,2020-06-07,769.1539999999999,5,0,2021-02-28,3845.7699999999995
8847,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.12475,31.24315,2020-06-07,1723.793333333333,6,2,2020-10-24,10342.759999999998
8877,كشك,100126,امبابة,Giza,مدينة العمال,30.08778,31.21512,2020-06-07,NA,NA,NA,NA,NA
8907,سوبر ماركت,100126,امبابة,Giza,جزيرة امبابة,31.20033,30.07513,2020-06-08,562.03,1,0,2020-10-14,562.03
8914,سوبر ماركت,100126,امبابة,Giza,الكيت كات,30.0795,31.1926,2020-06-08,1335.2109523809522,21,10,2021-03-04,28039.429999999997
8916,سوبر ماركت,100126,امبابة,Giza,المنيره,30.08525,31.1941,2020-06-08,760.5,1,0,2020-07-18,760.5
8924,سوبر ماركت,100126,امبابة,Giza,الكيت كات,30.0773,31.1988,2020-06-08,1092.437,10,3,2021-03-04,10924.369999999999
8938,سوبر ماركت,100126,امبابة,Giza,الكيت كات,30.0774,31.1983,2020-06-08,NA,NA,NA,NA,NA
8956,سوبر ماركت,100183,بهتيم,Cairo,-,30.1419,31.3217,2020-06-07,1466.3766666666663,6,3,2020-10-22,8798.259999999998
8964,كشك,100113,الزيتون,Cairo,الزيتون,30.11927,31.31763,2020-06-08,1424.92,1,0,2020-06-08,1424.92
8977,سوبر ماركت,100140,مصر القديمة,Cairo,NA,29.99526,31.24886,2020-06-08,309.375,2,2,2020-06-23,618.75
8999,عطارة,100152,مدينة السلام,Cairo,السلام,30.17502,31.41332,2020-06-08,31447.71,1,1,2020-06-11,31447.71
9001,عطارة,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.09528,31.26622,2020-06-08,804.95,1,0,2021-03-08,804.95
9007,اخري,100128,المعادي,Cairo,NA,29.96823,31.26443,2020-06-08,2851.31,1,1,2020-07-22,2851.31
9008,قهوه,100149,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.0952,31.2662,2020-06-08,925.6524999999999,4,0,2021-03-02,3702.6099999999997
9014,TKA Supermarket,100152,مدينة السلام,Cairo,السلام,30.1396,31.3854,2020-06-08,13155.97,4,3,2021-03-09,52623.88
9016,عطارة,100157,بولاق الدكرور,Giza,ابو اتاته,30.0323,31.19,2020-06-08,1675.8,2,0,2020-10-19,3351.6
9018,عطارة,100126,امبابة,Giza,الكيت كات,30.08175,31.2032,2020-06-08,782.625,4,1,2021-03-02,3130.5
9026,سوبر ماركت,100162,الوراق,Giza,وراق العرب,31.18248,30.05771,2020-06-08,709.035,2,0,2021-03-10,1418.07
9036,سوبر ماركت,100157,بولاق الدكرور,Giza,ابو اتاته,30.0325,31.1899,2020-06-08,1689.52,1,0,2020-06-08,1689.52
9056,سوبر ماركت,100123,الهرم,Giza,الهرم,NA,NA,2020-06-08,NA,NA,NA,NA,NA
9063,سوبر ماركت,100110,المرج,Cairo,المرج القديمة,30.1468,31.3431,2020-06-08,1518.7014285714286,7,1,2021-03-07,10630.91
9080,عطارة,100149,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.0947,31.2659,2020-06-08,1153.7842857142857,7,1,2021-02-11,8076.49
9100,سوبر ماركت,100157,بولاق الدكرور,Giza,الورشة من ش ناهيا,30.04365,31.1833,2020-06-08,2322.4753846153844,13,3,2021-03-15,30192.179999999997
9107,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1281,31.2508,2020-06-08,1605.7375,8,2,2021-03-13,12845.9
9166,سوبر ماركت,100140,مصر القديمة,Cairo,NA,29.99482,31.24848,2020-06-08,17157.35,2,2,2020-06-10,34314.7
9180,اخري,100128,المعادي,Cairo,البساتين,29.97898,31.26563,2020-06-08,1033.3333333333333,3,2,2021-03-10,3100
9209,سوبر ماركت,100134,مدينه نصر,Cairo,زهراء مدينه نصر,30.04758,31.37578,2020-06-08,1001.0359999999998,5,2,2021-02-25,5005.179999999999
9236,سوبر ماركت,100162,الوراق,Giza,وراق العرب,30.09365,31.2134,2020-07-09,1455.0354545454545,11,4,2021-03-06,16005.39
9255,سوبر ماركت,100119,فيصل,Giza,الليبيني فيصل,29.99656,31.14151,2020-06-08,496.86,1,0,2020-06-08,496.86
9268,سوبر ماركت,100169,المنيب,Giza,ميدان المنيب,31.20179,29.97911,2020-06-08,1092.995,8,4,2021-03-13,8743.96
9286,كشك,100142,شبرا مصر,Cairo,عبود,30.05771,31.18248,2020-06-08,NA,NA,NA,NA,NA
9287,كشك,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1209,31.26805,2020-06-08,483.96,3,0,2020-10-24,1451.8799999999999
9303,سوبر ماركت,100157,بولاق الدكرور,Giza,ابو اتاته,30.03245,31.19015,2020-06-08,1521.9383333333333,6,4,2021-02-07,9131.63
9366,سوبر ماركت,100126,امبابة,Giza,الكيت كات,31.25118,30.12282,2020-06-09,NA,NA,NA,NA,NA
9389,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,30.1297,31.2389,2020-06-09,915.0673684210526,19,4,2021-03-14,17386.28
9397,كشك,100173,ميت نما,Cairo,ميت نما,30.1378,31.2354,2020-06-09,1037.2337499999999,8,2,2020-10-04,8297.869999999999
9404,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,31.24111,30.13004,2020-06-09,1244.6,3,1,2020-10-22,3733.7999999999997
9447,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية,NA,NA,2020-06-09,250,1,0,2020-09-26,250
9451,سوبر ماركت,100112,العمرانية,Giza,العمرانية الغربية ,29.9986,31.186,2020-06-09,1478.81,8,0,2021-03-11,11830.48
9453,سوبر ماركت,100157,بولاق الدكرور,Giza,ابو اتاته,30.0431,31.18445,2020-06-14,2398.9892307692307,26,6,2021-03-15,62373.719999999994
9511,سوبر ماركت,100143,شبرا الخيمة,Cairo,شبرا الخيمة,31.24862,30.13383,2020-06-09,4081.7,1,1,2020-06-09,4081.7
9517,سوبر ماركت,100131,المطرية,Cairo,المطريه,31.25118,30.12282,2020-06-09,1324.424,10,3,2021-03-03,13244.24
9521,عطارة,100157,بولاق الدكرور,Giza,ابو اتاته,30.04325,31.1791,2020-06-09,1780.8286666666668,15,6,2020-10-08,26712.43
